Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,STL_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
25,Average Backcourt MVP - Past 30 Years,37.1408,9.34133333333,19.4106666667,0.483819443293,1.32266666667,3.70933333333,0.302954555655,0.519734153359,6.01866666667,7.10666666667,0.855504548256,5.95466666667,7.688,1.97333333333,26.024,0.581763792193,35.5088,13.4821333333,30.1976,117.829333333,101.424
26,Average Backcourt MVP - Past 30 Years,37.1497435897,9.29230769231,19.4102564103,0.481500188785,1.30769230769,3.68974358974,0.302529515164,0.517141476125,6.02820512821,7.12820512821,0.854261924645,5.92820512821,7.68461538462,1.94358974359,25.9205128205,0.579642708624,35.4879487179,13.49,30.2284615385,117.530769231,101.653846154
27,Average Backcourt MVP - Past 30 Years,37.205308642,9.31358024691,19.424691358,0.48251484182,1.3012345679,3.67654320988,0.304279781032,0.518160954067,6.03209876543,7.14320987654,0.852559215052,5.94814814815,7.73086419753,1.96543209877,25.9604938272,0.580371871859,35.5743209877,13.6138271605,30.2224691358,117.572839506,101.718518519
28,Average Backcourt MVP - Past 30 Years,37.2528174603,9.3619047619,19.469047619,0.48364086384,1.28333333333,3.65238095238,0.304398494368,0.51877819762,6.09285714286,7.2,0.853861099723,6.01428571429,7.74285714286,1.9880952381,26.1,0.581493851257,35.6207142857,13.6626190476,30.2826190476,117.635714286,101.738095238
29,Average Backcourt MVP - Past 30 Years,37.2521455939,9.38390804598,19.4827586207,0.484111287942,1.28505747126,3.65057471264,0.302606315094,0.519368079304,6.12413793103,7.22528735632,0.855063199929,6.03908045977,7.75402298851,1.99310344828,26.1770114943,0.582466920458,35.648045977,13.572183908,30.2859770115,117.944827586,101.724137931
30,Average Backcourt MVP - Past 30 Years,37.2189259259,9.35555555556,19.4622222222,0.482992735467,1.29111111111,3.67333333333,0.301554974463,0.518471895245,6.13777777778,7.24222222222,0.855457321524,6.02888888889,7.74666666667,1.98222222222,26.14,0.58188421833,35.5628888889,13.5268888889,30.2482222222,117.997777778,101.74
31,Average Backcourt MVP - Past 30 Years,37.2059462366,9.38286738351,19.4250179211,0.48527988823,1.30681003584,3.67842293907,0.307992036186,0.521222588218,6.1888172043,7.29340501792,0.857124372728,5.96709677419,7.7923297491,1.98745519713,26.2613620072,0.585005813979,35.6814336918,13.4670322581,30.2309892473,118.644229391,101.77655914
32,Average Backcourt MVP - Past 30 Years,37.1720416667,9.40222222222,19.4130555556,0.486078885428,1.30069444444,3.64152777778,0.310377545436,0.522050724527,6.17208333333,7.26847222222,0.857942166709,5.97791666667,7.81638888889,1.96944444444,26.2772222222,0.585700587788,35.7573611111,13.42675,30.2106666667,118.916944444,101.698333333
33,Average Backcourt MVP - Past 30 Years,37.1202997719,9.37282502444,19.3543173672,0.485999576558,1.30120560443,3.62945584881,0.312214566128,0.522162039576,6.14995112414,7.26151840991,0.85574152833,5.93150863473,7.78729227761,1.95822743565,26.1968067775,0.585607251739,35.6084652981,13.5205474096,30.237354187,118.63714565,101.73789508
34,Average Backcourt MVP - Past 30 Years,37.1215175654,9.37977941176,19.3558823529,0.486194935762,1.30612745098,3.63443627451,0.312499231927,0.522482126819,6.12340686275,7.21593137255,0.857896565759,5.89987745098,7.78345588235,1.95551470588,26.1890931373,0.585754505569,35.5710294118,13.4924019608,30.2366421569,118.71372549,101.824632353
35,Average Backcourt MVP - Past 30 Years,37.0870697451,9.40658008658,19.3602308802,0.487637627086,1.31636363636,3.65414141414,0.313361889988,0.524266916128,6.14603174603,7.23965367965,0.858582176131,5.85650793651,7.76294372294,1.95878787879,26.2755555556,0.587587051882,35.497038961,13.4635959596,30.3144473304,118.947301587,101.792611833
36,Average Backcourt MVP - Past 30 Years,37.1308696442,9.43769063181,19.4334422658,0.487493387928,1.3408496732,3.71013071895,0.315725597101,0.524756941828,6.17908496732,7.26819172113,0.85961229866,5.8454248366,7.75501089325,1.97091503268,26.3953159041,0.588260922643,35.4631590414,13.361546841,30.3998366013,119.136819172,101.897276688
37,Average Backcourt MVP - Past 30 Years,37.1208931789,9.46393822394,19.484993565,0.487599611468,1.35722007722,3.72916344916,0.317432603244,0.525170509108,6.20494208494,7.28808236808,0.861107885258,5.81003861004,7.74589446589,1.95897039897,26.49003861,0.588757968462,35.5336216216,13.3602934363,30.4974929215,119.162316602,102.135598456
38,Average Backcourt MVP - Past 30 Years,37.1634909032,9.48693957115,19.5308966862,0.48751549636,1.38109161793,3.76091617934,0.320260728837,0.525534494272,6.17319688109,7.25945419103,0.860224556369,5.82875243665,7.76656920078,1.95643274854,26.5281676413,0.588585227672,35.5194444444,13.3310233918,30.4837621832,119.261695906,102.167836257
39,Average Backcourt MVP - Past 30 Years,37.172979903,9.49868329868,19.5041349041,0.488928122721,1.38844998845,3.76377916378,0.325519569436,0.527355904571,6.16206976207,7.24948024948,0.860364880389,5.82115962116,7.7744975745,1.95421575422,26.5478863479,0.590178208064,35.5371078771,13.3652252252,30.47000231,119.411041811,102.198752599
40,Average Backcourt MVP - Past 30 Years,37.2499809942,9.47780701754,19.4997368421,0.488143891545,1.39236842105,3.7751754386,0.329661309401,0.526648889783,6.19754385965,7.28271929825,0.860994978652,5.84736842105,7.77815789474,1.95359649123,26.5455263158,0.589982576641,35.4339122807,13.4404824561,30.4657192982,119.32245614,102.306842105
41,Average Backcourt MVP - Past 30 Years,37.1907191995,9.48267667292,19.4832186783,0.488637737124,1.39924953096,3.78753387534,0.334020745719,0.527309769193,6.18294767563,7.2709610173,0.859511043516,5.8333541797,7.76556180946,1.97260787992,26.5475505524,0.590422538213,35.4734917657,13.4551553054,30.4894934334,119.391536377,102.266208047
42,Average Backcourt MVP - Past 30 Years,37.2433518519,9.45547619048,19.489047619,0.487172615225,1.41214285714,3.79111111111,0.339190580336,0.526176676384,6.23563492063,7.32468253968,0.860443102685,5.82936507937,7.75984126984,1.97015873016,26.5587301587,0.589934263053,35.3948888889,13.4644206349,30.5043174603,119.393253968,102.327698413
43,Average Backcourt MVP - Past 30 Years,37.2520778975,9.46023823029,19.5194176593,0.486790750131,1.40552089242,3.79584042352,0.337411863784,0.525600146279,6.23796558896,7.33730383815,0.85986295263,5.8319152959,7.76112686708,1.97239553791,26.563962942,0.589214139859,35.3743278503,13.4518850444,30.53058045,119.297825676,102.359614294
44,Average Backcourt MVP - Past 30 Years,37.2900986051,9.4437950938,19.5363636364,0.485458860457,1.41471861472,3.80230880231,0.338641444976,0.524482560579,6.23737373737,7.32229437229,0.861157644498,5.85274170274,7.77301587302,1.97445887446,26.5396825397,0.588278228721,35.4166017316,13.4824531025,30.5407647908,119.145887446,102.458008658
45,Average Backcourt MVP - Past 30 Years,37.2820832616,9.46666666667,19.5733677864,0.485933543477,1.43076658053,3.81546942291,0.340751421911,0.525268237599,6.25591731266,7.34039621016,0.86163641133,5.8424461671,7.77484926787,1.96930232558,26.6200172265,0.588973799914,35.4109354005,13.3785288544,30.5736744186,119.387527993,102.462670112
46,Average Backcourt MVP - Past 30 Years,37.3039602547,9.43003952569,19.5588932806,0.484585871929,1.43287220026,3.82358366271,0.340497141965,0.524024107095,6.28353096179,7.38208168643,0.860394142086,5.83695652174,7.78570487484,1.96712779974,26.5764822134,0.588089430283,35.3909683794,13.3011923584,30.5608959157,119.332542819,102.527075099
47,Average Backcourt MVP - Past 30 Years,37.3258670869,9.45913317573,19.5980457053,0.485219182158,1.44920409771,3.84154452325,0.342378966774,0.52505658641,6.30127659574,7.41046493302,0.859280536351,5.83331757289,7.7732072498,1.95498817967,26.6687470449,0.58905341865,35.3498849488,13.3121702128,30.6136453901,119.366966115,102.637793538
48,Average Backcourt MVP - Past 30 Years,37.3001056763,9.43260869565,19.5757246377,0.484534962668,1.44251207729,3.84070048309,0.341643349369,0.524187765014,6.27801932367,7.38073671498,0.85974743373,5.81310386473,7.76527777778,1.94486714976,26.5857487923,0.588277113019,35.3001086957,13.2462077295,30.5721195652,119.326932367,102.736594203
49,Average Backcourt MVP - Past 30 Years,37.3487890192,9.45152699378,19.642032132,0.483797173728,1.45288753799,3.84556375742,0.343222152441,0.523547962963,6.28849326965,7.39186568244,0.859471197797,5.82246345347,7.74395715733,1.93515704154,26.6444347952,0.587601778792,35.1901577652,13.2540657114,30.6230655667,119.159531046,102.83343465
50,Average Backcourt MVP - Past 30 Years,37.3458546296,9.4585,19.6615555556,0.483650224017,1.45694444444,3.85522222222,0.344626502024,0.52345758331,6.29338888889,7.392,0.86025324963,5.82872222222,7.75061111111,1.93783333333,26.6673333333,0.587576773048,35.2156222222,13.1998555556,30.6318,119.260444444,102.867555556
51,Average Backcourt MVP - Past 30 Years,37.3526552843,9.5006002401,19.6932639723,0.484855304262,1.46901427238,3.86749366413,0.345878601678,0.524891042342,6.3045751634,7.39599839936,0.861613913184,5.81899426437,7.76217153528,1.93768173936,26.774789916,0.588885108753,35.2579298386,13.173346672,30.6538908897,119.520634921,102.954515139
52,Average Backcourt MVP - Past 30 Years,37.3302504274,9.49476923077,19.6849230769,0.484754208467,1.47282051282,3.86743589744,0.347006528051,0.524996455773,6.31528205128,7.41394871795,0.86098654093,5.80471794872,7.78225641026,1.9401025641,26.7776410256,0.589005678279,35.3963384615,13.1034358974,30.6484615385,119.705025641,102.923230769
53,Average Backcourt MVP - Past 30 Years,37.3371484359,9.49961296565,19.698630202,0.484630163004,1.47554142121,3.8762381779,0.346882875428,0.524907140635,6.30412978931,7.39895178197,0.860929739983,5.81167363898,7.76357276341,1.94398341823,26.7788971418,0.588827618159,35.353315784,13.0306199664,30.6285933009,119.750425453,102.934712618
54,Average Backcourt MVP - Past 30 Years,37.312671851,9.52846046337,19.7398134709,0.485101342448,1.47656202405,3.8858275547,0.345499460261,0.525419459164,6.31604759089,7.42028705048,0.859614884295,5.80506638714,7.75201938755,1.94258811303,26.8495305417,0.589164458514,35.3108594492,12.9965230518,30.673690713,119.860404236,102.978508843
55,Average Backcourt MVP - Past 30 Years,37.3057017767,9.52502721132,19.7082891811,0.485693773415,1.4739576054,3.88066408318,0.346560675425,0.525925936355,6.29689896872,7.39921055418,0.859442581718,5.79042712238,7.75533659446,1.93152277492,26.8209109968,0.589473194691,35.3213134701,13.0589865532,30.6404540584,119.847108401,102.971538022
56,Average Backcourt MVP - Past 30 Years,37.2742326439,9.50749158249,19.7019183903,0.484969491832,1.4750617284,3.88395302229,0.345872904336,0.525160599092,6.28694725028,7.3838295655,0.85982698403,5.77641975309,7.72751643418,1.92911896745,26.7769921437,0.588774650349,35.2271116723,12.995860109,30.6249172679,119.823598685,103.059186308
57,Average Backcourt MVP - Past 30 Years,37.2878503202,9.50848940533,19.7087278803,0.484860311668,1.484524569,3.88733880155,0.346822555921,0.525246140328,6.28759018759,7.38859155464,0.859598546863,5.79677641072,7.72878673958,1.92907723855,26.7890935673,0.588867911563,35.228299119,13.034482722,30.6445290879,119.789139136,102.970899597
58,Average Backcourt MVP - Past 30 Years,37.280056367,9.50446878691,19.7058486734,0.484904579606,1.48570852418,3.89532091724,0.344229921805,0.525312747988,6.3010658831,7.40152968628,0.860082473584,5.80587964163,7.74606343445,1.93716907211,26.7957119811,0.589096102102,35.2939849624,13.0532814075,30.6544526546,119.794829027,102.928472762
59,Average Backcourt MVP - Past 30 Years,37.2750078391,9.50751648994,19.698404581,0.48524718642,1.49124989563,3.91638209346,0.344056047432,0.525825903624,6.31277170132,7.41436920765,0.85969670126,5.80716373048,7.74437672205,1.93270295845,26.8190545768,0.58962153657,35.3063967048,13.1282169297,30.6731330884,119.817995603,103.000874593
60,Average Backcourt MVP - Past 30 Years,37.2953531239,9.54133709981,19.723608881,0.486273961263,1.49752998315,3.91912082466,0.344066406433,0.526957974122,6.32641193379,7.42524531668,0.86015905642,5.81136683517,7.73846664684,1.92931311329,26.9066161166,0.590707595882,35.2668724353,13.1233898305,30.6941709783,119.960747349,103.018808603
61,Average Backcourt MVP - Past 30 Years,37.2694721437,9.5332158784,19.7290823441,0.485793491669,1.49785817474,3.92136988883,0.344791622203,0.526559722747,6.33199422147,7.43026380252,0.860215662727,5.81990264431,7.71630802085,1.92277620752,26.896284153,0.590355748197,35.1853097795,13.1084222097,30.7177240751,119.923484078,103.050948433
62,Average Backcourt MVP - Past 30 Years,37.2723479541,9.55718195317,19.7585231262,0.486248207998,1.50612744878,3.94003889969,0.344087621296,0.527125400219,6.3373980825,7.43299034678,0.86069317445,5.839387285,7.70773751371,1.92200969803,26.9578894376,0.590911770322,35.176659317,13.0775903402,30.7534408303,120.030290672,103.093612324
63,Average Backcourt MVP - Past 30 Years,37.2714880526,9.55004778973,19.7534254992,0.486168117728,1.50746543779,3.95144563919,0.343957549397,0.527198858734,6.33811571941,7.43644307902,0.860603267098,5.82488820618,7.69780337942,1.92433350401,26.9456767366,0.591039405496,35.1039723502,13.0592664277,30.7381633385,120.071467827,103.097272572
64,Average Backcourt MVP - Past 30 Years,37.2523239284,9.57403875815,19.7750209325,0.486900374455,1.51667162436,3.96487308302,0.346574793767,0.528037129805,6.34192556848,7.43813733915,0.860690877508,5.81752324608,7.67924268465,1.92774435925,27.0066747091,0.591825003661,35.0776388705,13.0865882249,30.7714918253,120.145410277,103.158202781
65,Average Backcourt MVP - Past 30 Years,37.2383116048,9.56836582772,19.7642561739,0.486923196537,1.52121102315,3.97905549647,0.346307437482,0.528149555652,6.34069794005,7.43846757782,0.860511534256,5.85196371132,7.69451363451,1.91852245723,26.9986406186,0.591948038684,35.1443644886,13.0876026363,30.7662970053,120.165293894,103.146361022
66,Average Backcourt MVP - Past 30 Years,37.2453551136,9.57479256854,19.7897607023,0.486774818395,1.51927609428,3.98223454786,0.345392568275,0.528029819605,6.33655753968,7.43891744829,0.860179044905,5.84912968975,7.66577380952,1.91270893458,27.005418771,0.59172600463,35.0321675084,13.0874044012,30.7953867544,120.093551587,103.156715969
67,Average Backcourt MVP - Past 30 Years,37.2191444102,9.57213834673,19.7787865959,0.486750881039,1.52355864906,3.99446565251,0.345280789382,0.52819391636,6.3344532147,7.43723928435,0.860376088166,5.84344264256,7.66181879066,1.89892293341,27.0022885572,0.591879773646,35.0309421403,13.1033886577,30.8007939629,120.117938194,103.209906716
68,Average Backcourt MVP - Past 30 Years,37.1756224081,9.5715242927,19.7842767037,0.486399286834,1.51781799899,3.99366470131,0.343016968802,0.527672941186,6.31275972394,7.41498011792,0.860172803847,5.84780245898,7.65626079803,1.89152017917,26.9736263083,0.59116811699,35.0284628182,13.0763317793,30.8081585539,120.063461767,103.290557155
69,Average Backcourt MVP - Past 30 Years,37.1546106315,9.57165948912,19.7786489162,0.486452749381,1.52171487752,3.99856580077,0.344430837515,0.527852583549,6.30923642656,7.40897619937,0.860427074252,5.83067403431,7.64368670482,1.89118373875,26.9742702823,0.591277810767,34.9660672265,13.0779451229,30.8207007781,120.08977117,103.351016328
70,Average Backcourt MVP - Past 30 Years,37.1284419081,9.55855094277,19.7654099252,0.4861173328,1.5189380827,4.00801747565,0.343356209534,0.527533027853,6.2828993687,7.37455871901,0.860832010362,5.83699109495,7.64701199883,1.89658514152,26.9189393369,0.590823729907,34.9735767382,13.0669994983,30.7940123751,120.059905514,103.322665663
71,Average Backcourt MVP - Past 30 Years,37.1709837875,9.56591981557,19.7849411044,0.485951455142,1.52008072876,4.00412869373,0.344268521477,0.527456382647,6.29108021245,7.37958126709,0.861249004504,5.84292172472,7.65573366313,1.89147745238,26.9430005723,0.590794257334,34.9690547691,13.058768256,30.7842921725,120.12935353,103.355979612
72,Average Backcourt MVP - Past 30 Years,36.854159334,9.49976708075,19.3928756285,0.490753917802,1.53275411614,3.99459232969,0.344790172323,0.533334116723,6.17786650892,7.21681948142,0.86448630775,5.97102065464,7.86654835847,1.85072710244,26.7101547866,0.596210254727,35.825207902,13.2635453022,30.4455592527,121.179436557,103.709589126
73,Average Backcourt MVP - Past 30 Years,36.8555855912,9.49963381069,19.3950432537,0.490660168052,1.54007607288,4.01221497281,0.344212524664,0.533426577346,6.16754263349,7.20499395591,0.864316807002,5.96739497651,7.84685805636,1.85575625967,26.7068863278,0.596170895162,35.7612756972,13.3010088319,30.4566443278,121.063575976,103.707512
74,Average Backcourt MVP - Past 30 Years,36.8820635588,9.50441575882,19.4157165214,0.490424723857,1.55020702292,4.02827664183,0.345036181972,0.533443881957,6.17876062682,7.21374455441,0.864799347619,5.9658835143,7.84594503961,1.86261941015,26.7377991674,0.596293753737,35.7587310273,13.3306171866,30.4674401514,121.041695745,103.736091851
75,Average Backcourt MVP - Past 30 Years,36.8985553291,9.51396499239,19.4170939335,0.490871186323,1.55722167863,4.03269623831,0.346500896566,0.534131891745,6.19153402914,7.2308235486,0.864699059669,5.97792889759,7.84972765819,1.86819960861,26.7766856925,0.596959855779,35.7524551533,13.3418743749,30.4570479452,121.197983801,103.797549467
76,Average Backcourt MVP - Past 30 Years,37.0767797614,9.79605769043,20.0240617885,0.489727740109,1.58920785074,4.13597340616,0.340611140527,0.532341027157,6.43014845304,7.51845845069,0.862909974018,6.18603283834,7.55775526233,1.92968940878,27.6114716847,0.596036044904,34.6350946643,12.7532528064,31.2052238112,120.954746105,103.342126623
77,Average Backcourt MVP - Past 30 Years,37.0528688099,9.77886761887,19.9808357408,0.489853374794,1.59773991774,4.13533619534,0.342260277913,0.532771851212,6.41846135846,7.50262386262,0.863150015357,6.17763911764,7.56047448047,1.92857070857,27.5739365139,0.596481809446,34.6211337311,12.763042381,31.1790580951,121.027046467,103.366325746
78,Average Backcourt MVP - Past 30 Years,36.9943162768,9.9599831309,20.3964158794,0.488235345469,1.67877417904,4.29229194782,0.346750467719,0.532868222367,6.38756635178,7.51386639676,0.858432500672,6.02338169141,7.11795659019,1.93964349978,27.9863067926,0.594273691401,33.443330072,12.2652511246,31.7605103464,120.552780027,103.168974359
79,Average Backcourt MVP - Past 30 Years,36.9890733529,9.96920919964,20.3957394205,0.488848379457,1.68709514725,4.30543202079,0.34725097068,0.533775796835,6.38568984313,7.50825081259,0.858943114243,6.0208951608,7.11029443574,1.93507142425,28.0112033897,0.595087641829,33.4104367831,12.3196013264,31.7870328331,120.566985285,103.246455285
80,Average Backcourt MVP - Past 30 Years,37.1342065573,10.5884498834,21.7066741592,0.48729116052,1.70665251415,4.40717032967,0.333213820095,0.529540268413,6.61941724942,7.84964868465,0.849613652777,6.14117632368,6.33573884449,2.07556776557,29.5029695305,0.588674270914,31.1149910506,11.1585247669,33.3417670663,119.631605062,102.319442641
81,Average Backcourt MVP - Past 30 Years,36.924500772,10.4431961524,21.5642965214,0.483898678587,1.85563003634,4.75284542991,0.339342413954,0.53001901954,6.65761760986,7.88639985147,0.851323281275,6.09691873931,6.34970114187,2.0563416693,29.3996399511,0.58982855928,31.677156799,11.4406116791,33.4924581849,119.376026119,102.355167224
82,Average Backcourt MVP - Past 30 Years,36.7769824901,10.625102835,21.7472126635,0.48853740219,1.89006853443,4.75456265318,0.338733720406,0.535523225396,6.77019853998,8.02131896919,0.851962739045,6.32091582407,6.16746650701,2.18006455968,29.9104727444,0.595089244204,30.8364853103,11.194561066,33.6621851112,120.074555249,102.224056184
