Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,STL_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
53,Average Frontcourt MVP - Past 30 Years,38.7787342767,9.91667530583,19.1076352892,0.519003030278,0.703815052872,1.9586616214,0.247490055457,0.537376111331,6.37678830603,8.46869168567,0.755119406798,10.6086719884,5.01150736056,1.35369583247,26.9139539706,0.589543230333,25.0467991914,12.0128913539,30.6704929504,117.710372175,98.5023325731
54,Average Frontcourt MVP - Past 30 Years,38.7328308542,9.92098432664,19.11245882,0.519069716818,0.70530098832,1.95540081861,0.25218247227,0.537474592653,6.37236697614,8.46518418688,0.754863001221,10.5776180493,5.0178197065,1.34316661675,26.9196366177,0.589526746368,25.0820679844,12.0092842168,30.7028701208,117.723045822,98.5696815414
55,Average Frontcourt MVP - Past 30 Years,38.7490375982,9.9316017316,19.1418951419,0.518825129509,0.702886002886,1.96808561809,0.250380303059,0.537092028561,6.36957671958,8.45548340548,0.755428462246,10.5724146224,5.05649350649,1.34475709476,26.9356661857,0.589165765424,25.2079148629,11.9671837422,30.7053270803,117.745791246,98.68001443
56,Average Frontcourt MVP - Past 30 Years,38.7489134972,9.90985621521,19.1355751391,0.517889020093,0.708163265306,1.98142393321,0.250303918889,0.536320482434,6.36804267161,8.45628478664,0.755369034066,10.5315862709,5.03246753247,1.34371521336,26.8959183673,0.5884799446,25.0944225417,11.9294457328,30.7064494434,117.646335807,98.7751855288
57,Average Frontcourt MVP - Past 30 Years,38.7483489229,9.91530164697,19.1484514859,0.517817404854,0.705759935553,1.98301557465,0.249377156466,0.536111906458,6.35785893305,8.44331811672,0.7548426066,10.5447099893,5.0294933763,1.3464688507,26.8942221625,0.588155845031,25.0673424633,11.8889411028,30.6977622628,117.658655567,98.7871240602
58,Average Frontcourt MVP - Past 30 Years,38.7493032149,9.91675308962,19.1531846859,0.517743837542,0.708408953418,1.99693198514,0.247246115881,0.536137159024,6.33065422176,8.4121942788,0.754588434206,10.5353685939,5.04260651629,1.34294788696,26.8725693544,0.587935348682,25.1118701927,11.8510068274,30.6863711002,117.676151586,98.8059156512
59,Average Frontcourt MVP - Past 30 Years,38.7363272661,9.91093345579,19.1312933122,0.518098070164,0.713367287301,2.0030892544,0.245984459611,0.536605025735,6.33960925106,8.40884612173,0.756168098624,10.5080988561,5.04187192118,1.34077815814,26.8748434499,0.588579307988,25.117395842,11.8529702764,30.6815855389,117.760394924,98.8592301912
60,Average Frontcourt MVP - Past 30 Years,38.7115499731,9.92665456013,19.132748184,0.51879333286,0.712146892655,1.99947538337,0.24607723269,0.537306483882,6.36259079903,8.4318401937,0.757385741497,10.5067393059,5.0292574657,1.3362590799,26.9280468119,0.589442801556,25.0675645682,11.842011703,30.7031194512,117.880871671,98.7914850686
61,Average Frontcourt MVP - Past 30 Years,38.668471897,9.91855971897,19.1036299766,0.519111852637,0.712177985948,1.99480874317,0.258843951405,0.537669002231,6.3543715847,8.42726385636,0.756539884553,10.5195355191,5.02404371585,1.32841530055,26.9036690086,0.589662082367,25.0361007026,11.8713563622,30.6819906323,117.904117877,98.7968579235
62,Average Frontcourt MVP - Past 30 Years,38.7207946161,9.92335876709,19.1354347662,0.518449066805,0.7076187958,1.99726146408,0.258112207165,0.53686853814,6.36129787716,8.42953463776,0.756983215705,10.529576188,5.03862279973,1.32769887437,26.9156342071,0.5890756564,25.0336065574,11.8893329304,30.6743087558,117.873253003,98.9113280955
63,Average Frontcourt MVP - Past 30 Years,38.8312586159,9.92238764819,19.1618220489,0.517631349701,0.69382409705,1.97522549135,0.246365102635,0.535618001974,6.38410335185,8.46624522431,0.756551232857,10.7383512545,4.9568120052,1.28500531726,26.9227027453,0.588056686738,24.4389775099,11.72578085,30.5442002442,117.960731025,98.9331009492
64,Average Frontcourt MVP - Past 30 Years,38.8318414225,9.9368513431,19.1929754274,0.517559480403,0.70106456044,1.98767551893,0.250749129663,0.535681882343,6.40342643468,8.49032738095,0.75685617272,10.7363782051,4.96586920024,1.28052503053,26.9781936813,0.588177267402,24.455109127,11.64971192,30.5768238706,118.11780754,98.9978632479
65,Average Frontcourt MVP - Past 30 Years,38.8289722017,9.93659393491,19.1887573964,0.517663428547,0.702107988166,1.99021819527,0.25037397143,0.535809464348,6.44223372781,8.52777366864,0.758102013921,10.7190643491,4.95214497041,1.28093565089,27.0175295858,0.588727986474,24.3864607988,11.6472781065,30.5826275888,118.20608358,98.9918639053
66,Average Frontcourt MVP - Past 30 Years,38.8665381627,9.96198673122,19.2371705218,0.51762830419,0.705486820871,1.99740003586,0.253129102966,0.535825263195,6.46119777658,8.55242962166,0.758337258422,10.7069392146,4.95051102743,1.28131611978,27.0906580599,0.588787146142,24.3706885422,11.6280509234,30.6206562668,118.200412408,99.0354312354
67,Average Frontcourt MVP - Past 30 Years,38.8655542219,9.97174964339,19.2508610792,0.517764406687,0.713338899906,2.00085238145,0.254070143107,0.536140599271,6.44515186306,8.52584977212,0.758484376268,10.7171311276,4.95009219636,1.28513029259,27.1019900498,0.588944844268,24.3636189681,11.6065146296,30.6236353199,118.256288488,99.057718401
68,Average Frontcourt MVP - Past 30 Years,38.8609078476,9.98124198014,19.2460491659,0.518461049188,0.713041129196,2.00087796313,0.256257138229,0.536824068855,6.43519956777,8.51583710407,0.758235322772,10.6987235767,4.94744039981,1.28204565408,27.1107246573,0.589410170955,24.3665833727,11.5835348146,30.6117123658,118.307371513,99.0987370838
69,Average Frontcourt MVP - Past 30 Years,38.8519326404,9.98604826546,19.239327169,0.518904317679,0.716161715522,2.00096727654,0.260560823012,0.537348654401,6.43120860384,8.51408289068,0.757893182661,10.7020460358,4.93819266837,1.28241196144,27.1194668503,0.589820564081,24.3358908781,11.5643517608,30.6020558725,118.397583448,99.0738573021
70,Average Frontcourt MVP - Past 30 Years,38.8297773,10.0038222647,19.2501990763,0.51950273911,0.712501990763,1.99657588788,0.263953104685,0.537875409227,6.42280617933,8.50119445772,0.758175764171,10.6864628125,4.94570791527,1.27289377289,27.1429526995,0.590219846088,24.3986765409,11.53306896,30.6216929447,118.501465201,99.0891861761
71,Average Frontcourt MVP - Past 30 Years,38.8422021875,10.0103389568,19.2359387092,0.520276754828,0.716591858845,2.0021204148,0.269874143429,0.538747875409,6.421173193,8.49952019811,0.758023584927,10.6594180467,4.95947995666,1.27337873394,27.1584429655,0.590921250447,24.4524407986,11.5380451942,30.5982727132,118.62118867,99.1716297787
72,Average Frontcourt MVP - Past 30 Years,38.8166185145,10.0176507765,19.2293096184,0.520788459967,0.724810400867,2.00740339473,0.271108484068,0.539500916904,6.41210725894,8.47438906946,0.759079303829,10.650159504,4.9653906344,1.2674551583,27.1722192127,0.59164756288,24.522303479,11.5186002769,30.6042178283,118.782081377,99.1712110268
73,Average Frontcourt MVP - Past 30 Years,38.7968060922,10.0101129844,19.2461216485,0.519948423684,0.726920149865,2.00463938649,0.275476501544,0.538736708578,6.40046540218,8.45849432151,0.759332596057,10.6402938766,4.97779826718,1.26983081606,27.1476115209,0.590888202791,24.6419666901,11.5130956562,30.6443361433,118.65997834,99.0741131015
74,Average Frontcourt MVP - Past 30 Years,38.7880206537,10.0100845049,19.2605884335,0.519529199358,0.719559786341,1.99672406864,0.269968459935,0.538115889475,6.38909536512,8.43778934361,0.759932264898,10.6307390109,4.96483575251,1.27212816083,27.1288241614,0.590340490026,24.5868793847,11.5034003313,30.6549764332,118.54003147,99.0191109181
75,Average Frontcourt MVP - Past 30 Years,38.759290348,10.0192319242,19.253031878,0.520213003359,0.718592053592,2.00034419034,0.269368760537,0.538764488243,6.39758604759,8.44336220836,0.760711704888,10.6256109956,4.96251790252,1.27128782629,27.1546419496,0.591034735529,24.5916337491,11.5265803881,30.6809206514,118.579331254,99.05501386
76,Average Frontcourt MVP - Past 30 Years,38.7269259516,10.0160558667,19.2315406799,0.520632799246,0.719262936055,2.00141312185,0.269752382339,0.539221748076,6.40131662137,8.4383288041,0.761849110635,10.6071321613,4.95782023552,1.27579428022,27.1526912909,0.591633509903,24.5813498789,11.5485462814,30.6771941656,118.660699536,99.130462167
77,Average Frontcourt MVP - Past 30 Years,38.8003887735,10.0718606042,19.254520599,0.522778392941,0.613423076342,1.6331403951,0.259824796299,0.538659429503,6.3240635932,8.34824273102,0.761716552617,10.7529578917,4.6225448869,1.21544116042,27.0812078779,0.590535822048,23.37636126,11.3672667821,30.7256926799,118.276798205,98.4513432061
78,Average Frontcourt MVP - Past 30 Years,38.7791559792,10.0465840466,19.2513395695,0.521556604139,0.608308971945,1.63018840292,0.254572161032,0.53731018077,6.32956805684,8.35896167714,0.761709298597,10.7444799263,4.61715434443,1.21470585107,27.031045122,0.589428262242,23.3531128577,11.3609056791,30.7358320222,118.164624892,98.4488652216
79,Average Frontcourt MVP - Past 30 Years,39.0086357568,10.1909490425,19.4306186303,0.524421780245,0.571929892892,1.56008568647,0.241942741824,0.538984325165,6.30465822785,8.46938786108,0.746867057744,10.9210561506,4.74633560532,1.26724245375,27.2584862058,0.588370310729,23.9560086336,11.5407651412,30.8697599481,117.716340798,98.0501869523
80,Average Frontcourt MVP - Past 30 Years,38.8207756866,9.97322063069,19.1916102228,0.520136326259,0.640001110371,1.7408422163,0.278561138561,0.536446146394,6.39151954253,8.23483603524,0.77235368335,10.5896328374,4.85205696203,1.35983418462,26.9779619143,0.590864553955,24.5663732512,11.754462488,30.7770694537,118.185843697,98.3521402398
81,Average Frontcourt MVP - Past 30 Years,38.4960706357,9.81291118421,18.9148209064,0.519487842246,0.708586135478,1.93639741715,0.258850894058,0.537550773027,6.56965765107,8.40134624756,0.77926098017,10.4067231157,5.00885416667,1.32681225634,26.904066155,0.59429352334,25.6122084146,11.733121345,30.9252041707,119.250237573,98.68757513
