Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
40,Average MVP,37.9534210526,9.59223684211,19.1548684211,0.501890379473,1.00535087719,2.77092105263,0.282100917959,0.529297085837,6.32877192982,7.94552631579,0.806038351342,8.18951754386,6.3124122807,26.5185964912,0.588114124985,29.979622807,12.7873245614,30.5034429825,118.07122807,100.234254386
41,Average MVP,37.9442349385,9.61450906817,19.1895768188,0.50196324175,1.01344590369,2.78157181572,0.284826808465,0.529540230181,6.30936001668,7.92491140296,0.80527647379,8.18659578903,6.30148009172,26.5518240567,0.588083912518,29.9929247446,12.7598540755,30.5240150094,118.112841359,100.236356056
42,Average MVP,37.9800224868,9.61503968254,19.2032539683,0.501701277282,1.02273809524,2.78523809524,0.28726561685,0.529488708359,6.33130952381,7.94488095238,0.805537867189,8.18531746032,6.30293650794,26.5841269841,0.588215366531,29.9665714286,12.74975,30.5406507937,118.169642857,100.290039683
43,Average MVP,37.978131972,9.61151446398,19.2186235583,0.501171527496,1.01671393458,2.78551711099,0.284696688091,0.528810294525,6.34456418983,7.9593495935,0.805764465537,8.20355454717,6.29761769711,26.5843070524,0.587704395399,29.9066988088,12.7591208168,30.5670731707,118.111703536,100.305388542
44,Average MVP,37.9923281961,9.6006501896,19.2255813953,0.500431371668,1.01882865197,2.78993170912,0.283197073451,0.528101012439,6.33686868687,7.94312393033,0.80629112517,8.2193588711,6.30701533609,26.556997718,0.5870430115,29.9551648545,12.7806944864,30.5774419444,117.994508205,100.406100876
45,Average MVP,37.9858424164,9.60962962963,19.2272057787,0.501011276625,1.02806005794,2.79600070472,0.288011920186,0.528884512237,6.34866572704,7.95474355963,0.806701532987,8.20113890846,6.31200375852,26.5959850442,0.587749445835,29.9705198888,12.7539411949,30.5886335056,118.121205074,100.402058962
46,Average MVP,38.0033955863,9.59843361148,19.2307670912,0.500427781668,1.03178231591,2.80613965744,0.287661459162,0.528390156031,6.36414873371,7.9816849656,0.805944018185,8.19297101449,6.32124213146,26.5927982726,0.58736870184,29.9715180061,12.7182870004,30.6044221929,118.10195579,100.496822574
47,Average MVP,37.9980175706,9.60485181759,19.2287329976,0.500899343734,1.04390516326,2.81884503375,0.289190612758,0.529190619292,6.36823003392,7.98252201323,0.806263335971,8.19735567205,6.31793264124,26.6218388324,0.588189738433,29.9567633193,12.7276762257,30.6109670059,118.204898414,100.532402782
48,Average MVP,37.9892099008,9.59626888683,19.2341980162,0.500387276882,1.0401685682,2.81773499332,0.287060347822,0.528575632469,6.36101025285,7.96663904307,0.807173706212,8.19174696783,6.3168144208,26.5937165947,0.587709799528,29.9582798206,12.6815568789,30.6029362602,118.225980959,100.58305774
49,Average MVP,38.0043371116,9.59930374632,19.2616623245,0.499915370441,1.04561893906,2.82159140252,0.287696913272,0.528166482073,6.35561284798,7.95364259179,0.807430916387,8.18103047957,6.31568606166,26.5998392797,0.587271841221,29.9331812069,12.6516955541,30.606427908,118.189601124,100.663245103
50,Average MVP,38.0335067929,9.6668947924,19.379960122,0.500416474362,1.08544276331,2.92669129721,0.297201407688,0.529707205838,6.32187250762,7.90402533427,0.808665486816,8.13872683556,6.40225134882,26.7411048557,0.587989805731,30.2100973493,12.5789822895,30.6138768473,118.472826648,100.814379545
51,Average MVP,38.0428343199,9.70121648659,19.4111744008,0.501304277857,1.09127513074,2.93300382222,0.297568779136,0.530697205815,6.34044624746,7.92129734652,0.809598823594,8.14075092106,6.42150184212,26.8341543514,0.588947135521,30.2806195582,12.5594443571,30.6446440369,118.678516372,100.836730278
52,Average MVP,38.0405345174,9.70295573932,19.4151614917,0.501291338409,1.09615124564,2.9409112186,0.298197495743,0.530847920091,6.33979455973,7.91743225672,0.809807065809,8.12948821969,6.43742081448,26.841857284,0.589095143805,30.3802874083,12.5639371717,30.6569121548,118.708117751,100.767763042
53,Average MVP,38.033086428,9.70095340574,19.4133223131,0.501223960998,1.10298386408,2.95051156442,0.298900134752,0.53092664373,6.33920631463,7.91537794238,0.80984888948,8.12746594559,6.43498946548,26.8440969902,0.589173086105,30.3777560496,12.5393027052,30.6488207179,118.765572146,100.794942941
54,Average MVP,37.9982658526,9.71795474219,19.436952605,0.501499868006,1.10422911025,2.95389740624,0.300449879852,0.531239178779,6.34323625963,7.92472015081,0.809045009708,8.10905684474,6.43206092084,26.8833748543,0.589339356099,30.3728221903,12.5199249936,30.6877773236,118.828576036,100.850109456
55,Average MVP,38.0024845871,9.72130456594,19.434857576,0.501688221184,1.10171614212,2.95735034141,0.300128771524,0.531316463627,6.33198477948,7.90913537895,0.809228868869,8.09897281205,6.45244682785,26.8763100535,0.589324780562,30.438983108,12.5319093341,30.671772069,118.832679429,100.899768012
56,Average MVP,37.9861475386,9.7017365776,19.4285113035,0.500861677889,1.10483488415,2.96549070342,0.29973615274,0.530548128981,6.32609676403,7.90156656881,0.809399008185,8.07201738236,6.4264583437,26.8344048034,0.588632378608,30.3354686437,12.4810393757,30.6642776285,118.772506261,100.991048001
57,Average MVP,37.9929186112,9.70488152199,19.4382496209,0.500770632516,1.10856922871,2.96801034718,0.299779949287,0.530491682597,6.32151303022,7.89776989496,0.809026713633,8.08888227622,6.42567959868,26.8398453029,0.588524155306,30.323009699,12.4814626299,30.670227862,118.760629827,100.95114589
58,Average MVP,37.9893479487,9.70350258822,19.4390453691,0.500758014472,1.11046045554,2.97885729484,0.297410153428,0.530538325729,6.31534990866,7.88943673095,0.809154316643,8.0890812048,6.44094630154,26.8328155406,0.588535738382,30.3784812805,12.4728729895,30.6698615594,118.772019228,100.938272778
59,Average MVP,37.9804723901,9.70226950794,19.4246267271,0.501106233745,1.11572036058,2.9927234815,0.296711142967,0.531029617747,6.32572775982,7.894461511,0.809717375849,8.0765806877,6.43971923198,26.8459871363,0.589118391737,30.3875687021,12.5125806143,30.6772135818,118.824671137,101.001460054
60,Average MVP,37.9790343614,9.72735242548,19.4383657859,0.501972968241,1.11837952567,2.99239543921,0.296761288074,0.53195380642,6.34387759287,7.91118767111,0.810544352664,8.07809837276,6.43057255939,26.9169619695,0.590097005518,30.3430686374,12.5047934931,30.6984909307,118.956669435,100.978031725
61,Average MVP,37.9448513349,9.71924393936,19.4271398218,0.501878217653,1.11856429049,2.99130588747,0.303299643197,0.531922823187,6.34279708648,7.91157417334,0.810165287057,8.0886909287,6.41659421844,26.8998492557,0.590020875037,30.2856916045,12.5112180074,30.7004734476,118.948617636,100.997249566
62,Average MVP,37.9715980668,9.73395696679,19.457721849,0.501793450181,1.12064051286,3.00214634457,0.302582248957,0.531828984043,6.34893591441,7.91408069415,0.810626297814,8.10361641057,6.41919937592,26.9374903608,0.590025370498,30.2800131572,12.503948832,30.7152391392,118.988962142,101.074578558
63,Average MVP,37.9956672427,9.72291986687,19.4787524687,0.500776046858,1.12970338673,3.03391485627,0.298646770543,0.531107746667,6.35946712018,7.91456550362,0.812293394058,8.10613890718,6.42520024139,26.9350102407,0.589654571787,30.152367603,12.4401481238,30.6481090447,119.091482883,101.163907176
64,Average MVP,37.9856713364,9.74248745831,19.5047855194,0.501134959359,1.13799691611,3.04688849969,0.302084306862,0.531586479198,6.37047954207,7.92665414427,0.812481907428,8.10127733421,6.41946213832,26.9934513748,0.590131411826,30.145750061,12.4194670834,30.6811102749,119.204023292,101.226616569
65,Average MVP,37.9768325962,9.73932887749,19.497060313,0.501195447113,1.14091318548,3.05566674949,0.301766899672,0.531705941833,6.3878395558,7.94421683427,0.812964256958,8.11168900744,6.42127104047,27.0074104962,0.590453014444,30.1496234897,12.4188805332,30.681021919,119.255660534,101.217487361
66,Average MVP,37.9980472436,9.75456128693,19.5332009756,0.501099651086,1.1414453602,3.06070423872,0.302555959382,0.5316491327,6.3944262211,7.95590524307,0.812895358324,8.10454125488,6.40511608927,27.0449941552,0.590361534617,30.0821951313,12.4098474294,30.7142618852,119.214594111,101.243262343
67,Average MVP,37.9835489656,9.75767216304,19.5336783203,0.501150017947,1.1473851941,3.06885949094,0.302932989326,0.531883447712,6.38584901572,7.94266558224,0.813069221928,8.10622658203,6.40280287188,27.0485785359,0.590517127863,30.0782563818,12.4084114304,30.7185417358,119.25360083,101.282104999
68,Average MVP,37.9580763622,9.76175036187,19.5343853469,0.50128510507,1.14417159516,3.06844228715,0.302735618893,0.531921679033,6.36960679429,7.92609229006,0.812844687633,8.10001583506,6.39859418457,27.0372791132,0.590351927759,30.0783045042,12.3832474743,30.7169513951,119.248134149,101.344354979
69,Average MVP,37.9426529928,9.76405427813,19.5282495335,0.501519548948,1.14770805231,3.07110934309,0.305491187924,0.532261473588,6.36586636601,7.92206144891,0.812822053156,8.09238246357,6.38756447361,27.0416829746,0.590601231949,30.0306282076,12.3752053476,30.7191870719,119.304112585,101.365192495
70,Average MVP,37.9183476258,9.76528405652,19.5262048882,0.501617700016,1.14452132573,3.07413388133,0.306490482283,0.532334847777,6.34785610221,7.8976395977,0.813170181773,8.08853153526,6.39283510289,27.022945541,0.590543355277,30.0638016466,12.3548174627,30.7140069253,119.336343941,101.357121616
71,Average MVP,37.9469066161,9.77225727401,19.5300471352,0.501888201425,1.14703232487,3.07462484994,0.309728274526,0.532698861429,6.35148052485,7.89955291363,0.813322916843,8.07915215995,6.40390158513,27.0430273977,0.590853218422,30.0863411399,12.3527182631,30.697925995,119.429134131,101.413245761
72,Average MVP,37.7990470876,9.74911848979,19.3141216236,0.505214993659,1.14374417916,3.0377976573,0.309313803904,0.53630331681,6.29064909226,7.82231594973,0.813734787343,8.2239393599,6.46969463948,26.932630251,0.594013403097,30.3830687354,12.4233865863,30.5219504187,120.025154433,101.524444115
73,Average MVP,37.7902473139,9.74542007953,19.3233402586,0.504761920764,1.14855655439,3.04560450532,0.311117402421,0.535983307199,6.27969063323,7.80853116897,0.813768853584,8.21730926174,6.46545889861,26.9190873467,0.593627376613,30.4075343234,12.4401617473,30.5470144612,119.906288225,101.476616234
74,Average MVP,37.7997466045,9.74788589584,19.3410252198,0.504437989839,1.15026576086,3.05012169919,0.308892463954,0.535693367058,6.28003290823,7.80309945292,0.814307789272,8.21192504969,6.45874427174,26.9260704608,0.593427367506,30.3796913475,12.4508461081,30.5577353982,119.837190724,101.464952884
75,Average MVP,37.7944647826,9.75724166328,19.338101092,0.504998727859,1.15343704435,3.05415636336,0.309363201441,0.53636240117,6.29074426024,7.81463845885,0.814631074034,8.2157017596,6.45958962768,26.9586646311,0.594107020103,30.3787263291,12.4678439368,30.5648385075,119.937151093,101.514106397
76,Average MVP,37.9018528565,9.90605677859,19.6278012342,0.505180269678,1.1542353934,3.068693264,0.305181761433,0.535781387616,6.41573253721,7.97839362739,0.812379542327,8.39658249981,6.25778774893,27.3820814878,0.593834777404,29.6082222716,12.1508995439,30.9412089884,119.807722821,101.236294395
77,Average MVP,37.8538154599,9.91315607046,19.6479413008,0.504944008111,1.14659469877,2.98849645356,0.30447734884,0.535470324596,6.37519571605,7.8901991773,0.816659678268,8.27466022242,6.21392341675,27.3481025557,0.593756565222,29.4672796819,12.1233118982,30.9712656131,119.766516014,101.113625415
78,Average MVP,37.8479352649,10.0014009601,19.8487706877,0.504171599616,1.16681255825,3.01911199156,0.302665190608,0.534992637256,6.35982803681,7.91804240042,0.81217357794,8.28129823853,5.92192073352,27.5294425153,0.591956312238,28.617574013,11.8327380854,31.2704468,119.410618875,100.911530858
79,Average MVP,37.9070562637,10.0700000373,19.9570481522,0.505018107088,1.18020184981,3.05754732337,0.299383593927,0.536143309713,6.34885729073,7.94513128918,0.807999452198,8.24824106526,6.03576769464,27.6690592152,0.592034309511,29.1129694424,11.9655848786,31.3700906126,119.271237791,100.884515134
80,Average MVP,37.9331077238,10.2970255006,20.5153280841,0.502849396923,1.20139658605,3.14417280228,0.307325707789,0.532811473772,6.51146570405,8.03210585072,0.813016825154,8.24833993542,5.63294216332,28.3069132912,0.589711773407,28.0130141982,11.4408110558,32.1269103024,118.946770731,100.440194135
81,Average MVP,37.6640630608,10.1465914615,20.3174844673,0.500646520309,1.31584467123,3.42745812979,0.30146405165,0.533563374122,6.61622468808,8.12872756728,0.817411610167,8.12506197524,5.71871433001,28.2252522823,0.591929718837,28.8230634416,11.5782632866,32.2843386488,119.316831509,100.629241532
82,Average MVP,37.4748052706,10.400510017,20.7522568014,0.502559208857,1.46096332824,3.71117022557,0.297094940331,0.539062328045,6.60107415014,7.9832648757,0.829814919406,7.87998254351,5.79254395475,28.8630575123,0.596878466167,29.1688654919,11.4203294026,32.6427436637,119.880840356,101.113210704
