,Game,FG_G,FGA_G,FG_PCT,RBD_G,AST_G,PTS_G
66,67,5.75510204082,12.5714285714,0.457792207792,7.30612244898,2.42857142857,15.7346938776
67,68,5.8,12.6,0.460317460317,7.3,2.42,15.86
68,69,5.8431372549,12.6274509804,0.462732919255,7.35294117647,2.50980392157,15.9411764706
69,70,5.86538461538,12.6923076923,0.462121212121,7.38461538462,2.51923076923,16.0
70,71,5.84905660377,12.6226415094,0.463378176383,7.33962264151,2.56603773585,15.9622641509
71,72,5.81481481481,12.6296296296,0.460410557185,7.31481481481,2.57407407407,15.8888888889
72,73,5.90909090909,12.7090909091,0.464949928469,7.36363636364,2.54545454545,16.0545454545
73,74,5.94642857143,12.7142857143,0.467696629213,7.39285714286,2.55357142857,16.1607142857
74,75,5.89473684211,12.6140350877,0.467315716273,7.38596491228,2.52631578947,16.0526315789
75,76,5.94827586207,12.6206896552,0.47131147541,7.29310344828,2.55172413793,16.1206896552
76,77,6.03389830508,12.6949152542,0.475300400534,7.25423728814,2.5593220339,16.2881355932
77,78,6.1,12.7333333333,0.479057591623,7.16666666667,2.55,16.45
78,79,6.14754098361,12.7704918033,0.481386392811,7.09836065574,2.54098360656,16.5081967213
79,80,6.16129032258,12.8387096774,0.479899497487,7.12903225806,2.53225806452,16.5322580645
80,81,6.15873015873,12.8253968254,0.480198019802,7.15873015873,2.50793650794,16.5555555556
81,82,6.15625,12.84375,0.479318734793,7.203125,2.515625,16.515625
