,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
64,65,Tim Duncan 2015,29.5780555556,5.56666666667,11.2333333333,0.495548961424,0.0166666666667,0.0666666666667,0.25,0.496290801187,2.96666666667,4.13333333333,0.717741935484,9.51666666667,2.98333333333,14.1166666667,0.540785575646,16.855,12.3883333333,22.8366666667,110.45,98.2833333333
65,66,Tim Duncan 2015,29.643989071,5.5737704918,11.2459016393,0.495626822157,0.016393442623,0.0655737704918,0.25,0.496355685131,3.0,4.16393442623,0.720472440945,9.49180327869,2.98360655738,14.1639344262,0.541516245487,16.8704918033,12.2901639344,22.8049180328,110.68852459,98.4262295082
66,67,Tim Duncan 2015,29.7147849462,5.62903225806,11.3225806452,0.497150997151,0.0161290322581,0.0967741935484,0.166666666667,0.497863247863,2.96774193548,4.12903225806,0.71875,9.41935483871,3.04838709677,14.2419354839,0.541957183541,17.2274193548,12.1822580645,22.8403225806,110.790322581,98.5967741935
67,68,Tim Duncan 2015,29.5568783069,5.61904761905,11.2222222222,0.500707213579,0.015873015873,0.0952380952381,0.166666666667,0.501414427157,2.92063492063,4.06349206349,0.71875,9.36507936508,3.04761904762,14.1746031746,0.544751354253,17.4015873016,12.253968254,22.7,111.571428571,98.3333333333
68,69,Tim Duncan 2015,29.58359375,5.609375,11.203125,0.50069735007,0.015625,0.09375,0.166666666667,0.501394700139,2.90625,4.03125,0.720930232558,9.328125,3.109375,14.140625,0.544839377739,17.5671875,12.19375,22.615625,111.875,98.234375
69,70,Tim Duncan 2015,29.4974358974,5.56923076923,11.1384615385,0.5,0.0153846153846,0.0923076923077,0.166666666667,0.500690607735,2.86153846154,3.96923076923,0.720930232558,9.29230769231,3.06153846154,14.0153846154,0.543867609132,17.2969230769,12.0061538462,22.4661538462,111.692307692,98.3076923077
70,71,Tim Duncan 2015,29.4598484848,5.56060606061,11.1060606061,0.50068212824,0.030303030303,0.106060606061,0.285714285714,0.50204638472,2.89393939394,4.0,0.723484848485,9.22727272727,3.0303030303,14.0454545455,0.545833529606,17.0984848485,11.9439393939,22.4454545455,112.045454545,98.3181818182
71,72,Tim Duncan 2015,29.5223880597,5.50746268657,11.0298507463,0.499323410014,0.0298507462687,0.10447761194,0.285714285714,0.500676589986,2.91044776119,4.0,0.727611940299,9.28358208955,3.02985074627,13.9552238806,0.54555851188,17.0298507463,11.7656716418,22.2686567164,112.537313433,98.0597014925
72,73,Tim Duncan 2015,29.4460784314,5.48529411765,10.9852941176,0.499330655957,0.0294117647059,0.102941176471,0.285714285714,0.500669344043,2.89705882353,3.97058823529,0.72962962963,9.22058823529,3.04411764706,13.8970588235,0.545738045738,17.1191176471,11.5926470588,22.2014705882,112.867647059,97.9852941176
73,74,Tim Duncan 2015,29.3618357488,5.47826086957,10.9710144928,0.499339498018,0.0289855072464,0.101449275362,0.285714285714,0.500660501982,2.88405797101,3.94202898551,0.731617647059,9.24637681159,3.01449275362,13.8695652174,0.545809189214,16.9811594203,11.4246376812,22.1985507246,113.072463768,97.6666666667
74,75,Tim Duncan 2015,29.1178571429,5.42857142857,10.8857142857,0.498687664042,0.0285714285714,0.1,0.285714285714,0.5,2.87142857143,3.94285714286,0.728260869565,9.15714285714,2.97142857143,13.7571428571,0.545028524857,16.7385714286,11.4457142857,22.29,112.585714286,97.6285714286
75,76,Tim Duncan 2015,28.9884976526,5.3661971831,10.7464788732,0.499344692005,0.0281690140845,0.0985915492958,0.285714285714,0.500655307995,2.85915492958,3.91549295775,0.730215827338,9.12676056338,2.98591549296,13.6197183099,0.546130212804,16.8070422535,12.0098591549,22.0957746479,112.802816901,97.5492957746
76,77,Tim Duncan 2015,28.9203703704,5.375,10.6944444444,0.502597402597,0.0277777777778,0.0972222222222,0.285714285714,0.503896103896,2.91666666667,3.97222222222,0.734265734266,9.09722222222,2.97222222222,13.6944444444,0.55032148598,16.7458333333,12.0652777778,22.1305555556,113.416666667,97.6111111111
77,78,Tim Duncan 2015,28.845890411,5.3698630137,10.6712328767,0.503209242619,0.027397260274,0.0958904109589,0.285714285714,0.504492939666,2.90410958904,3.94520547945,0.736111111111,9.09589041096,2.97260273973,13.6712328767,0.550942896259,16.7452054795,12.2945205479,22.1821917808,113.232876712,97.3287671233
78,79,Tim Duncan 2015,28.8292792793,5.32432432432,10.5945945946,0.502551020408,0.027027027027,0.0945945945946,0.285714285714,0.503826530612,2.89189189189,3.91891891892,0.737931034483,9.10810810811,2.94594594595,13.5675675676,0.550680122861,16.5716216216,12.4716216216,22.0540540541,113.013513514,97.2297297297
79,80,Tim Duncan 2015,28.9004444444,5.41333333333,10.6533333333,0.508135168961,0.0266666666667,0.0933333333333,0.285714285714,0.509386733417,2.92,3.97333333333,0.734899328859,9.12,2.93333333333,13.7733333333,0.555304691868,16.5053333333,12.4906666667,22.124,113.333333333,97.3066666667
80,81,Tim Duncan 2015,28.8603070175,5.43421052632,10.6578947368,0.50987654321,0.0263157894737,0.0921052631579,0.285714285714,0.511111111111,2.98684210526,4.03947368421,0.739413680782,9.13157894737,2.94736842105,13.8815789474,0.558153807085,16.7328947368,12.4092105263,22.2263157895,113.855263158,97.1842105263
81,82,Tim Duncan 2015,28.9196969697,5.44155844156,10.6363636364,0.5115995116,0.025974025974,0.0909090909091,0.285714285714,0.512820512821,2.98701298701,4.03896103896,0.739549839228,9.14285714286,2.98701298701,13.8961038961,0.559717107466,16.8233766234,12.3584415584,22.1571428571,114.168831169,97.3636363636
