,Game,Name,MP_G,FG_G,FGA_G,FG_PCT,3FG_G,3FGA_G,3FG_PCT,eFG_PCT,FT_G,FTA_G,FT_PCT,RBD_G,AST_G,PTS_G,TS_G,ASTPCT_G,TOV_PCT_G,USG_PCT_G,OFRTG_G,DFRTG_G
10,11,Chris Paul 2015,35.4757575758,6.72727272727,13.3636363636,0.503401360544,1.36363636364,3.45454545455,0.394736842105,0.554421768707,3.18181818182,3.90909090909,0.813953488372,4.45454545455,9.90909090909,18.0,0.596673095468,47.9363636364,8.88181818182,21.9727272727,127.636363636,105.636363636
11,12,Chris Paul 2015,35.3847222222,6.75,13.3333333333,0.50625,1.33333333333,3.33333333333,0.4,0.55625,3.5,4.16666666667,0.84,4.5,9.5,18.3333333333,0.604395604396,46.5583333333,9.06666666667,22.2583333333,127.75,105.5
12,13,Chris Paul 2015,35.6217948718,7.0,13.5384615385,0.517045454545,1.38461538462,3.46153846154,0.4,0.568181818182,3.23076923077,3.84615384615,0.84,4.53846153846,9.92307692308,18.6153846154,0.611111111111,47.4076923077,8.82307692308,22.1692307692,129.923076923,105.384615385
13,14,Chris Paul 2015,35.6726190476,7.14285714286,13.4285714286,0.531914893617,1.5,3.5,0.428571428571,0.587765957447,3.14285714286,3.71428571429,0.846153846154,4.35714285714,9.71428571429,18.9285714286,0.628319423369,46.65,9.54285714286,22.0642857143,131.5,106.071428571
14,15,Chris Paul 2015,35.4733333333,6.86666666667,13.0,0.528205128205,1.46666666667,3.4,0.43137254902,0.584615384615,3.13333333333,3.66666666667,0.854545454545,4.13333333333,9.53333333333,18.3333333333,0.627281021898,45.58,8.90666666667,21.4,132.533333333,104.6
15,16,Chris Paul 2015,35.3729166667,6.875,13.0,0.528846153846,1.4375,3.375,0.425925925926,0.584134615385,3.0625,3.5625,0.859649122807,4.0625,9.5625,18.25,0.626394371031,45.25625,9.1375,21.50625,132.75,104.9375
16,17,Chris Paul 2015,34.7382352941,6.64705882353,12.6470588235,0.525581395349,1.35294117647,3.29411764706,0.410714285714,0.579069767442,3.23529411765,3.70588235294,0.873015873016,4.0,9.47058823529,17.8823529412,0.62623599209,45.2058823529,9.61176470588,21.4588235294,133.058823529,104.823529412
17,18,Chris Paul 2015,34.4138888889,6.66666666667,12.5,0.533333333333,1.44444444444,3.38888888889,0.426229508197,0.591111111111,3.16666666667,3.61111111111,0.876923076923,4.05555555556,9.5,17.9444444444,0.636829652997,45.7333333333,9.54444444444,21.3,135.111111111,104.055555556
18,19,Chris Paul 2015,34.1763157895,6.68421052632,12.5263157895,0.533613445378,1.57894736842,3.52631578947,0.44776119403,0.596638655462,3.0,3.42105263158,0.876923076923,4.15789473684,9.84210526316,17.9473684211,0.639534883721,47.5842105263,9.74210526316,21.5052631579,135.842105263,104.631578947
19,20,Chris Paul 2015,34.6358333333,6.75,13.05,0.51724137931,1.55,3.8,0.407894736842,0.57662835249,3.0,3.45,0.869565217391,4.3,9.85,18.05,0.619508511807,46.99,9.795,21.84,133.7,105.1
20,21,Chris Paul 2015,34.7555555556,6.7619047619,13.1904761905,0.512635379061,1.47619047619,3.71428571429,0.397435897436,0.568592057762,3.0,3.42857142857,0.875,4.47619047619,10.0952380952,18.0,0.612284566541,47.5523809524,10.2238095238,22.0333333333,132.523809524,104.714285714
21,22,Chris Paul 2015,34.7696969697,6.77272727273,13.2272727273,0.512027491409,1.45454545455,3.72727272727,0.390243902439,0.567010309278,3.04545454545,3.45454545455,0.881578947368,4.59090909091,9.90909090909,18.0454545455,0.611823449636,47.0545454545,11.0136363636,22.3,131.136363636,105.318181818
